,0
117,0.23712424849699404
118,0.23910821643286573
119,0.24109218436873744
120,0.24307615230460922
121,0.24506012024048102
122,0.2470440881763527
123,0.2490280561122244
124,0.2510120240480962
125,0.252995991983968
126,0.2549799599198397
127,0.2569639278557114
128,0.25894789579158317
129,0.2609318637274549
130,0.26291583166332666
131,0.26489979959919835
132,0.26688376753507015
133,0.26886773547094195
134,0.27085170340681364
135,0.2728356713426854
136,0.2748196392785571
137,0.27680360721442887
138,0.27878757515030067
139,0.2807715430861723
140,0.2827555110220441
141,0.28473947895791596
142,0.2867234468937876
143,0.2887074148296593
144,0.2906913827655311
145,0.2926753507014029
146,0.2946593186372746
147,0.29664328657314626
148,0.298627254509018
149,0.30061122244488986
150,0.30259519038076155
151,0.30457915831663324
152,0.3065631262525051
153,0.30854709418837684
154,0.31053106212424847
155,0.3125150300601202
156,0.314498997995992
157,0.3164829659318638
158,0.3184669338677355
159,0.3204509018036072
160,0.322434869739479
161,0.3244188376753507
162,0.3264028056112224
163,0.32838677354709417
164,0.3303707414829659
165,0.3323547094188376
166,0.3343386773547094
167,0.3363226452905811
168,0.3383066132264529
169,0.3402905811623246
170,0.3422745490981963
171,0.34425851703406807
172,0.3462424849699398
173,0.34822645290581156
174,0.35021042084168336
175,0.352194388777555
176,0.35417835671342685
177,0.35616232464929853
178,0.3581462925851703
179,0.360130260521042
180,0.36211422845691377
181,0.36409819639278557
182,0.36608216432865726
183,0.36806613226452894
184,0.37005010020040086
185,0.37203406813627254
186,0.37401803607214423
187,0.3760020040080159
188,0.3779859719438878
189,0.3799699398797595
190,0.3819539078156312
191,0.38393787575150295
192,0.38592184368737475
193,0.38790581162324644
194,0.3898897795591182
195,0.39187374749498993
196,0.39385771543086173
197,0.3958416833667335
198,0.39782565130260517
199,0.3998096192384769
200,0.4017935871743487
201,0.4037775551102204
202,0.40576152304609214
203,0.40774549098196383
204,0.4097294589178357
205,0.4117134268537075
206,0.4136973947895791
207,0.41568136272545086
208,0.4176653306613226
209,0.4196492985971944
210,0.4216332665330661
211,0.4236172344689378
212,0.42560120240480964
213,0.4275851703406814
214,0.4295691382765531
215,0.4315531062124248
216,0.4335370741482966
217,0.43552104208416836
218,0.43750501002004
219,0.43948897795591174
220,0.4414729458917836
221,0.44345691382765534
222,0.44544088176352703
223,0.4474248496993988
224,0.4494088176352706
225,0.45139278557114226
226,0.45337675350701395
227,0.45536072144288575
228,0.45734468937875755
229,0.45932865731462924
230,0.461312625250501
231,0.4632965931863727
232,0.46528056112224453
233,0.4672645290581162
234,0.46924849699398796
235,0.47123246492985965
236,0.47321643286573145
237,0.4752004008016032
238,0.47718436873747494
239,0.47916833667334663
240,0.4811523046092185
241,0.4831362725450902
242,0.4851202404809619
243,0.4871042084168336
244,0.4890881763527054
245,0.4910721442885772
246,0.49305611222444884
247,0.4950400801603206
248,0.49702404809619244
249,0.49900801603206413
250,0.5009919839679358
251,0.5029759519038076
252,0.5049599198396794
253,0.5069438877755512
254,0.5089278557114227
255,0.5109118236472946
256,0.5128957915831663
257,0.5148797595190382
258,0.5168637274549097
259,0.5188476953907816
260,0.5208316633266533
261,0.5228156312625252
262,0.5247995991983967
263,0.5267835671342685
264,0.5287675350701403
265,0.530751503006012
266,0.5327354709418837
267,0.5347194388777554
268,0.5367034068136273
269,0.5386873747494991
270,0.5406713426853708
271,0.5426553106212425
272,0.5446392785571142
273,0.546623246492986
274,0.5486072144288576
275,0.5505911823647295
276,0.5525751503006012
277,0.5545591182364731
278,0.5565430861723446
279,0.5585270541082165
280,0.5605110220440882
281,0.56249498997996
282,0.5644789579158317
283,0.5664629258517034
284,0.5684468937875752
285,0.5704308617234469
286,0.5724148296593187
287,0.5743987975951904
288,0.5763827655310622
289,0.578366733466934
290,0.5803507014028056
291,0.5823346693386775
292,0.5843186372745491
293,0.5863026052104209
294,0.5882865731462925
295,0.5902705410821643
296,0.5922545090180361
297,0.5942384769539079
298,0.5962224448897796
299,0.5982064128256513
300,0.6001903807615231
301,0.6021743486973948
302,0.6041583166332666
303,0.6061422845691384
304,0.6081262525050101
305,0.6101102204408819
306,0.6120941883767534
307,0.6140781563126253
308,0.6160621242484969
309,0.6180460921843688
310,0.6200300601202404
311,0.6220140280561123
312,0.623997995991984
313,0.6259819639278558
314,0.6279659318637275
315,0.6299498997995993
316,0.631933867735471
317,0.6339178356713429
318,0.6359018036072145
319,0.6378857715430863
320,0.639869739478958
321,0.6418537074148297
322,0.6438376753507012
323,0.6458216432865731
324,0.6478056112224448
325,0.6497895791583165
326,0.6517735470941882
327,0.6537575150300601
328,0.6557414829659319
329,0.6577254509018037
330,0.6597094188376752
331,0.6616933867735469
332,0.663677354709419
333,0.6656613226452905
334,0.6676452905811623
335,0.669629258517034
336,0.6716132264529058
337,0.6735971943887775
338,0.675581162324649
339,0.6775651302605211
340,0.6795490981963929
341,0.6815330661322644
342,0.6835170340681362
343,0.685501002004008
344,0.6874849699398797
345,0.6894689378757516
346,0.6914529058116232
347,0.693436873747495
348,0.6954208416833668
349,0.6974048096192383
350,0.6993887775551102
351,0.7013727454909819
352,0.7033567134268537
353,0.7053406813627255
354,0.7073246492985971
355,0.709308617234469
356,0.7112925851703408
357,0.7132765531062123
358,0.715260521042084
359,0.7172444889779558
360,0.7192284569138276
361,0.7212124248496995
362,0.7231963927855711
363,0.7251803607214429
364,0.7271643286573147
365,0.7291482965931863
366,0.7311322645290581
367,0.73311623246493
368,0.7351002004008017
369,0.7370841683366735
370,0.739068136272545
371,0.7410521042084169
372,0.7430360721442887
373,0.7450200400801602
374,0.747004008016032
375,0.7489879759519038
376,0.7509719438877756
377,0.7529559118236474
378,0.7549398797595189
379,0.7569238476953907
380,0.7589078156312625
381,0.760891783567134
382,0.762875751503006
383,0.7648597194388778
384,0.7668436873747496
385,0.7688276553106214
386,0.7708116232464929
387,0.7727955911823648
388,0.7747795591182366
389,0.7767635270541082
390,0.77874749498998
391,0.7807314629258517
392,0.7827154308617235
393,0.7846993987975952
394,0.7866833667334668
395,0.7886673346693386
396,0.7906513026052105
397,0.7926352705410821
398,0.7946192384769539
399,0.7966032064128257
400,0.7985871743486974
401,0.8005711422845694
402,0.8025551102204408
403,0.8045390781563128
404,0.8065230460921845
405,0.8085070140280559
406,0.8104909819639279
407,0.8124749498997996
408,0.8144589178356714
409,0.8164428857715433
410,0.8184268537074147
411,0.8204108216432865
412,0.8223947895791585
413,0.8243787575150298
414,0.8263627254509018
415,0.8283466933867736
416,0.8303306613226452
417,0.8323146292585174
418,0.8342985971943888
419,0.8362825651302607
420,0.8382665330661324
421,0.8402505010020038
422,0.8422344689378758
423,0.8442184368737475
424,0.8462024048096193
425,0.8481863727454914
426,0.8501703406813627
427,0.8521543086172344
428,0.8541382765531064
429,0.8561222444889777
430,0.8581062124248497
431,0.8600901803607214
432,0.8620741482965932
433,0.8640581162324652
434,0.8660420841683366
435,0.8680260521042085
436,0.8700100200400802
437,0.8719939879759517
438,0.8739779559118237
439,0.8759619238476956
440,0.8779458917835672
441,0.8799298597194393
442,0.8819138276553106
443,0.8838977955911823
444,0.8858817635270543
445,0.8878657314629256
446,0.8898496993987977
447,0.8918336673346694
448,0.893817635270541
449,0.8958016032064129
450,0.8977855711422845
451,0.8997695390781562
452,0.9017535070140281
453,0.9037374749498996
454,0.9057214428857717
455,0.9077054108216432
456,0.909689378757515
457,0.9116733466933867
458,0.9136573146292585
459,0.91564128256513
460,0.9176252505010022
461,0.9196092184368736
462,0.9215931863727456
463,0.9235771543086172
464,0.9255611222444888
465,0.9275450901803607
466,0.9295290581162323
467,0.9315130260521041
468,0.9334969939879761
469,0.9354809619238476
470,0.9374649298597196
471,0.9394488977955912
472,0.9414328657314629
473,0.9434168336673346
474,0.9454008016032065
475,0.947384769539078
476,0.94936873747495
477,0.9513527054108215
478,0.9533366733466935
479,0.955320641282565
480,0.9573046092184367
481,0.9592885771543087
482,0.9612725450901803
483,0.963256513026052
484,0.965240480961924
485,0.9672244488977954
486,0.9692084168336674
487,0.9711923847695391
488,0.9731763527054107
489,0.9751603206412827
490,0.9771442885771544
491,0.9791282565130259
492,0.9811122244488979
493,0.9830961923847694
494,0.9850801603206414
495,0.9870641282565129
496,0.9890480961923848
497,0.9910320641282566
498,0.9930160320641283
499,0.9949999999999998
